Text,Label
"Mình đã lên 10.11.3 nhưng vẫn bị, đúng là tắt wifi đi thì ngon hơn hẵn..... Chán vãi, mua em noá để khỏi dùng USB receiver, mà thấy cái bluetooth nản vãi  ",0
"10.11.3 mac 13"" 2015 mà ....... cảm thấy chuột ko mượt ( khá là khó chịu  ",0
di chuyển chuột ko mượt bạn ơi. Còn cáo Scroll cũng thấy bt nhưng chả biết sao cảm giác ko thích lắm. Mới đầu test train win thì ok nhưng giờ về nhà cắm mac the xảy ra mấy chi khi chịu thật.  ,0
Cập Nhật tình hình sau khi đi bảo hành về bên logitech thông báo chuột bình thường khi kết nối bluetooth với mac air. Mình mang mac pro ra ngoài svhouse kết nối vs bluetooth con mv anywerè 2 thì vẫn có hiện tượng lag ...... giờ mang về xài tạm chứ chả biết giải quyết sao luôn. Tính làm cái mail gửi svhouse để hối thúc bên logitech mà chả biết thế nào..... mấy bạn xài mac pro 10.11.3 kết nối bluetooth thì bt à??? Chắc kiếm chuột khác cắm test thử xem sao quá.  ,0
"có ai mua con này dùng lúc rê nó bị đứt quãng không, e dùng thấy bị khó chịu quá, rê nó không được đều.  ",0
"Vừa đi bảo hành con này nút middle. Chuột logitech cao cấp hình như không tốt. Trước đây xài con M905 cũng bị lỗi double click ko sửa được. Cũng may, Thành Nhân đổi cho con mới. Giờ đến con này thì cũng bị lỗi. Cho do mình xui  ",0
chưa có cách khắc phục nhé mang đem đi bảo hành rồi mà vẫn bị chả hiểu sao logitech kêu xài bt ..... thôi về cắm cái cục kia vô xài luôn cho lành. đồ rẻ rẻ thì ok đụng vô đát tí thì bị tè le  ,0
"Sao mình dùng nó lag vãi linh hồn luôn, chán thật 1tr8 bluetooth mà giờ đang dùng usb reciver. Mình dùng mac pro 2015 13 ich, có cách nào khắc phục không chứ bỏ tiền ra mua còn này để dùng bluetooth mà giờ xót quá  ",0
"Khuyên các bác không nên mua chuột bluetooth, xài chán vãi, em cũng đang dùng con này nhưng không bao giờ dùng chức năng bluethooth cả, lag lắm, xài mấy con bluethooth kể cả magic mouse, chưa con nào ra hồn, đến giờ này em vẫn không hiểu nổi tại sao chuột bluetooth lại bèo vậy, vì về kỹ thuật mà nói, băng thông dư sức để làm chuyện đơn giản này, ngay cả nhạc nhẽo còn truyền ngon ơ cơ mà.  ",0
"Đã dùng thử em nó, cảm giác không được hoàn thiện lắm, nói chung là next luôn  ",0
"đúng rồi, như apple có làm ra đc cái gì đâu, con A9 apple còn chôm của hội nghiên cứu sinh đại học wicousin.  ",0
Con này nó ko có cổng âm thanh muốn xuất ra chỉ có mỗi đường hdmi nhỉ . Cũng bất tiện ở khoản đó  ,0
Kỷ niệm tuổi thơ tôi. Mỗi tội đắt quá éo có tiền mua.  ,0
Ko thể cài thêm game mới là ko ổn rồi.  ,0
Ko có triển vọng doanh số bán rồi  ,0
"cho 1 cái cục 30 game với giá 60$ , không cài được game mới hoặc cắm băng cũ > hãng này tính troll fan của dòng này chắc :v . nếu đã sưu tầm thì họ mua cái máy đời cũ cho rồi ... dự là doanh số thảm hại cho xem  ",0
"Mới không ra mới , cũ không ra cũ , dở dở ương ương chẳng cảm nhận được gì từ sản phẩm này  ",0
"đã nói sưu tầm thì ng ta sưu tầm cái máy cổ lỗ sĩ kia chứ chả ai dở hơi đi mua máy này. mới chả ra mới, cũ chả ra cũ. tính ra thì thằng nintendo vụ này hút máu ng dùng còn gì.  ",0
"không cài thêm được game, không cắm được băng...thế thì mua làm gì nhỉ, trong khi máy cũ vẫn có ng bán . hàng tầu thì tràn lan. giả lập thì luôn sẵn sàng.  ",0
Quá đắt cho 1 cuộc tình. Cái màn hình chỉ đáng 200$. Nếu bỏ thêm tới 300$ thì tôi kì vọng phải có pin đủ xài 5 tiếng.  ,0
"Bản chất 2 vấn đề này là khác nhau. Apple thiết kế sản phẩm để ai cũng dùng được, còn Microsoft thiết kế sản phẩm để không ai thèm dùng.  ",0
"Xbox thì thích mỗi cái gamepad của nó, còn lại vứt =)) Everything I do, I do on my PC  ",0
"Thanks bạn vì bài chia sẻ hay, tiếc là 90% số đó ko ứng dụng ở cái vùng trũng công nghệ của TG. Mình là người đã có lần hỏi bạn về cách ứng dụng aw trong cuộc sống để xem có nên mua hay ko. Câu trả lời đến giờ vẫn là Không. Chờ đợi sự đồng bộ hạ tầng (bank, thanh toán trực tuyến...) hoặc chờ đợi những chức năng hợp lý cho ng Việt (camera, sim rời, pin lâu...). Tks anyway   ",0
toàn ba cái ứng dung mang từ đt sang thì mua thêm cái này làm khỉ gì  ,0
"vẫn không hiểu nhiều người cứ thích sw phải có sim rời để làm gì, đưa đồng hồ lên miệng là đã thấy dị rồi, chẳng thà mua cái đt cùi bắp 2 sim 2 sóng kiêm tai nghe bluetooth luôn có phải ngon không  ",0
"Bỏ ra 8-10tr để mua một sản phẩm có thể hữu ích hoặc không hữu ích. Dày gấp 3 lần, pin kém 2000 lần, giá gấp 2 lần đồng hồ bình thường.  ",0
"Thật tiếc là đa số những ứng dụng trên đều không sử dụng được hoặc chưa thật sự hiểu quả tại Việt Nam cơ bản thì mình cũng có cùng quan điểm với bác chủ topic về khái niệm sử dụng smartwatch vào thời điểm hiện tại.Trung bình 300-400$ là 1 khoản tiền k nhỏ,kiếm 300-400$ tại Việt Nam cũng k phải đơn giản nhưng việc 1 người bỏ ra 300-400$ để thoả mãn đam mê của mình thì ngay cả ở Việt Nam cũng đâu phải cái j đó quá khủng khiếp.Mình thấy lạ là có rất nhiều người vào comment cái kiểu ""chả để làm j"", ""nâng bi"", ""phí tiền"",...Mình k nói bạn có tiền để mua hay k,nhưng đơn giản là bạn vào đọc,k thk bạn có thể đi ra và tìm 1 topic khác đúng sở thk của bạn.Bạn k cần phải thở ra những câu chả liên quan kiểu như vậy để người khác k mua giống mình cho đỡ cảm thấy lạc lõng vs xu hướng của thế giới   ",0
"bạn này nói là quên tiền mặt vs thẻ thì có apple pay trên AW để dùng, nói thật là có cái này iPhone nó cũng có, mà nhiều khi quên đeo đồng hồ hơn là quên mang ví hay là điện thoại, nhất là đối vs 1 cái đồng hồ phải sạc mỗi ngày như cái này, nói chung mình thấy cũng ko thiết thực lắm, nếu dư giả thì có thể mua để trải nghiệm, chứ còn bảo để dùng như 1 phần mở rộng thì cũng đúng cũng ko, ko vì nó chưa tương xứng vs cái giá của nó, vì bỏ ra số tiền bằng hoặc hơn 1 cái iPhone chỉ để mở rộng 1 số tính năng là chưa thuyết phục. Cá nhân mình cũng dùng dc 2 tuần nhưng thật sự đôi lúc mình thấy lấy đt ra nó vẫn tiện lợi hơn rất nhiều, ko bay nhiều như chủ thớt để xài cái boarding pass trên AW, cũng tạm thời chưa xài dc Apple Pay vì Canada chưa hỗ trợ, Uber khi nào nhậu say lắm quên hết đường về mới gọi chứ cũng ko thường xuyên, tập thể dục thì ít mà cũng chả theo dõi mấy cái thông tin đấy nhiều. Mình tự nhận là heavy user nên thấy pin cũng hơi chán. Cái thường xuyên nhất mình dùng chắc là Starbucks Card  ",0
"trừ scan thanh toán ra thì những cái còn lại như vô dụng, dùng smp dễ chịu hơn, tự dưng mang thêm cục tức trên người  ",0
"vụ này hơi chém gió. Pin của Apple watch chỉ được 1 ngày, thưởng là phải charge qua đêm thì sao ngủ dậy có đồng hồ trên tay được. Hoặc là chấp nhận ban ngày không xài để đeo ban đêm khi ngủ  ",0
"100% là cái này éo được ưa chuộng ở vn từ tính năng cho đến...mọi thứ. Tính năng thì chúng ta đã rõ, nó cũng như nhiều sw khác chỉ hỗ trợ tốt ở Mỹ vs một số nước tư bản giẫy chết khác. Về việc dùng, giang hồ dồn tiền mua cái 6 Plus, phần lớn đến đám đông để khoe. Dùng cái này thì khoe cái 6 plus, 6 s plus thế quái nào được? Không lẻ vừa nhìn đồng hồ vừa móc điện thoại nhìn???  ",0
"giá tiền cao , tiện ích không quá nổi trội , Pin còn yếu . =>không đáng đồng tiền bát gạo . chờ nâng cấp thêm rồi tính tiếp .  ",0
"Thấy cái ứng dụng vào việc đọc báo của bạn này hơi bị gượng gạo và hài hước. Với cái màn hình bé tí của aw thì việc đọc bài báo 100 từ cũng đã mệt mỏi rồi. Đưa cái việc đọc báo ra là để cố gắng nói cái lợi ích của nó chứ thực tế mình mở đt đọc cho sướng mắt chứ đọc trên cái aw làm gì? Bản đồ cũng thế. Rất khó khăn để nhìn đc và nhìn các vùng. Phải thao tác trên phone trước rồi chuyển sang nhìn đồng hồ. Khá rắc rối, đc cái ko phải cầm phone coi thôi. Nói chung là bài viết không phù hợp ở Vietnam. Có khi tiếng anh của bạn này chưa đủ để chém trên trang nước ngoài nên viết tiếng việt ở đây nên dịch và chuyển qua bên Mẽo để đúng với mục đích  ",0
"uầy bác này nói trúng những suy nghĩ của em từ lúc cái AW nó xuất hiện =)) Thích nhất cái số 2 mà bác nói.. Chuẩn ko thể chỉnh. Đi tập gym ghét cứ phải nhét cái ip6+ trong túi. Để ở ngoài (kế bên) lúc tập thì sợ tập xong đứng lên lại quên cầm. Để trong locker thì lại sợ missed calls với dropped emails...... cái thứ 3 về vụ đồng bộ thì rõ ràng Bluetooth là cái thứ sóng yếu , lỗi đồng bộ và dễ bị cản sóng. mà càng cản thì càng hao pin để quét và giữ kết nối......  ",0
Về Vn thì đúng nghĩa là 1 cái đồng hồ thật  ,0
"Uh. Nếu coi tít báo rồi thấy cái nào hay thì mở ip ra coi. Nhưng nói chung mình cảm thấy sau 1 tg dùng thì sẽ chẳng coi tin trên aw đâu, mà chủ yếu nhận noti sms, email, time là chính. Ngay cả cái thời tiết hay nhịp tim cũng chẳng quan tâm mấy đâu. Sau này thời lượng pin với cả màn hình aw to lên nữa thì mới nhiều ứng dụng đc. Hiện tại mình thấy ko cần co dù mình sống ở úc. .  ",0
"em dùng 1 tuần ở Mỹ mà thấy chán cái Aw luôn. ngoài chức năng đo nhịp tim đếm calo vs số bước chạy thì 90% là a có thể dùng trên đt với màn hình to hơn và thông tin chi tiết hơn. Aw chỉ có ích với 1 phần nhỏ những người có đặc thù công việc như anh Đắc chứ ko thể phổ cập như 1 chiếc đt được. Thế nên e thấy tương lai nó cũng cjir như smart watch của các hãng khác, giới thiệu hoành tráng rồi chìm dần thôi.  ",0
"Chủ yếu các chức năng hoa lá cành, show hàng là chính. Nhất là những app như trình diễn PPT bằng cái đồng hồ bé tí, pin yếu. Nhiều chức năng khác thì dùng luôn trên iphone hay ipad cho hiệu quả cao hơn, lại đỡ phải đeo thêm 1 thiết bị điện tử luôn blutooth phải bật.  ",0
Không thấy thuyết phục để mua AW  ,0
"èo, ở mỹ mà vẫn thường xuyên phai dành 6h bay đi bay lại để họp à. về Việt Nam sống đi bạn. với trình độ của bạn chắc chắn chả cần ra khỏi nhà, như ông sếp cũ của mình có thấy đến cty bao giờ. quên, chưa đựoc dùng bao giờ nên muốn hỏi bạn chút. nó có camera không, mình muốn đeo nó ở chân để soi nên trên quá. có chức năng ra lệnh bằng giọng nói không, có thì nó có hơn điện thoại không, mình không thích đứng giữa đường nói lảm nhảm. mà cái màn hình bé vậy chắc mình bấm không nổi. nó có thể kết nối đến máy chiếu và máy in qua mạng không dây không, theo như bạn nói phải cắm đt vô máy chiều rồi dùng cái đồng hồ như kiểu điều khiển từ xa. nếu vậy mình kết nối đt với máy chiếu qua mạng wf rồi cầm đt dùng luôn tiện hơn. nó có tính năng gì nhận biét mình đang nhìn vô nó không, hay là lúc nào nó cũng sáng or là muốn nhìn phải ấn hay lắc. đêm đeo mà nó sáng có vẻ dị nhỉ, giống mấy cái đồng hồ phát quang quá. đựoc cái là không sợ bị nguời khác đung vô. lúc nhận tin nhắn hay e mail mình có thể soạn tin trả lời không, hay lại phải rút đt ra trả lời. à nó có sạc không dây không, và dùng nó có nóng không. nếu nóng mình sẽ mua nó dùng vào mùa đông. có lẽ có lợi cho sức khỏe. còn nữa khi nên máy bay có cần tắt đồng hồ không bạn. nhu cầu mình có thế thôi. mình không biết mấy cái chức năng thanh toán đó thế nào vì không có để dùng. bên mmỹ sống tiện thật. nhưng mình không cần vì lúc nào cũng phải mang theo ví để đựng giấy tờ, chỗ mình không mang thẻ với hộ chiếu mà bị cảnh sát hỏi là có vấn đề. hơn nữa đt cũng có chức năng đó.  ",0
"Mua đt khác lại phải nhét túi quần à? Nếu gắn sim dc trên đồng hhồ thì chỉ cần giơ tay ra xem ai gọi tới và bấm tai nghe blt là mghe luôn thôi. Thiét bị liên lạc cực lỳ di động bao gồm 1 smw+ tai blt kẹp áo. Còn smp, tablet vứt cốp xe, vứt trong cặp oke? Chứ còn đeo smw mà túi quần vẫn cồm cộm cái đt to vật và fai rut đt ra nghe hoặc đưa đh lên miệng alo thì vứt đh đi cho xong  ",0
"rồi khi có người gọi tới sim đt gắn trên smp thì lúc đó nghe bằng niềm tin hả, sim trên sw là số khác nhé, còn nếu dùng dịch vụ chuyển cuộc gọi thì khi nghe cũng bị tính tiền như khi gọi nhé, chơi chuyển hướng một ngày nhận chục cuộc gọi thôi là tháy tiền ra đi vì đâu rồi, sao còn í định dùng sw có sim nữa không  ",0
"Thực ra tiện nhưng lại ko tiện. Ví dụ muốn nghe cuộc gọi đến SIM chính thì phải chuyển cuộc gọi, tự nhiên lại tốn tiền. Chưa kể nếu có ai nhắn đến SIM chính cũng không biết luôn. Ngoài ra khi muốn gọi thì lại phải gọi từ SIM trên watch, như vậy mọi người sẽ rất bối rối với 2 số của bạn. Ngoài ra ở nước ngoài việc duy trì 2 SIM với 2 số điện thoại là tốn kém và không cần thiết, mỗi line điện thoại tốn $40-$50 chứ không ít. Nếu coi watch không phải thiết bị ""nối dài"" của phone mà là thiết bị độc lập thì cũng tốt, tuy nhiên sẽ cần một thời gian nữa để nó có thể thực sự hoạt động độc lập được, đặc biệt là về pin. Hy vọng tương lai 5-7 năm nữa thì smartphone cũng không cần, chỉ cần 2 thiết bị: smartwatch với tablet lai laptop là đủ  ",0
"bạn cho mình hỏi, thực tế với những gì bạn dùng thì pin được bao lâu. nói thật là nghĩ đến pin aw là mình ko muốn dùng nhưng cứ hỏi đã vì dùng mà cứ phải sạc mỗi tối thì đúng là mệt thật. sạc cái phone đã ngại rồi.  ",0
"Thế tức là sw vãn phải kết nối với phone còn gì Nói túm lại nếu vẫn cần kết nối giữa watch và phone thì SIM trên watch không để làm gì. Nếu không có kết nối thì SIM trên watch mới có tác dụng và cũng chỉ là để duy cập Internet chứ gọi thì tự nhiên gọi từ 1 số SIM lạ hoặc chưa chắc người khác đã nghe máy. SIM trên watch cũng tốt nhưng chỉ nên là SIM data như iPad thôi, chức năng nghe gọi ko cần lắm.  ",0
"Sau một thời gian sử dụng AW mình thấy một số điểm chưa hài lòng: - Không đi bơi được, ngày nào mình cũng đi tập gym song đi bơi luôn... nhưng phải tháo ra rất bực mình do để trong tủ đồ công cộng sợ bị móc chộm. - Quá phụ thuộc vào iPhone... tính năng nghe gọi, nhắn tin hầu như không có tác dụng, khi mà iPhone kè kè bên mình...trừ lúc vào toilet đi ị... lúc đó có điện thoại nghe gọi là ổn nhất. - Ở VN ko sài được Apple Pay... tính năng này có cũng như ko. - Mặt AW luôn tối thui... như cái đồng hồ rụng kim... Ps: nhình chung dùng cho biết thôi.. sau một thời gian 3-4 tháng sẽ thấy nhàm chán và ko sử dụng được nhiều... tối về lại phải cắm thêm sạc. Quên là hôm sau khỏi dùng  ",0
chưa thấy đáng tiền lắm  ,0
"Apple watch thực sự mà nói mình sài thấy chỉ đón giản là xem giờ, coi noti, có tập thể thao thì em nó hữu ích( nhưng cũng có nhiều loại khác đo chính xác ko kém mà rẻ hơn) . Và cái mình đánh giá cao là sự thời trang bởi dây của aw thay cực dễ, và khá đẹp. Tuy nhiên không phải ko thất vọng. Phần cứng thất vọng khá nhiều. Mình sài sport space gray. Màn hình thì cực dễ trầy, không phải trầy to nhìn thấy được, mà nó có dăm dăm, chiếu đèn thì thấy không thì cũng khá khó thấy. Ngoài ra cái màu space gray nó ko phải mà trên iphone 6, mình thấy nó giống với hồi ip5, và một vấn đề khác xuất hiện, đó là mình chả làm gì, mà sơn nó cũng tự tróc lên, ko quá nhiều nhưng cũng 1 vài lổ nhỏ, trong góc của cái nút, tự hỏi tróc sao ko tróc ngoài bề mặt, tróc trong hóc, không bị tác động gì mà cũng tróc. Mình thì ko biết các màu khác thế nào, space gray đúng là đẹp, nhueng thật sự ko bền. Với mình, 10tr mình mong có 1 sp tốt hơn là hiện giờ. Chả hiểu apple gần đây sao chứ mình thấy làm ăn sống nhăn.  ",0
Nhìn giống đồng hồ em bé quá  ,0
Đã xấu còn đắt Giá này hốt con Moto 2 hay AW cho rồi...  ,0
"Smw đầu tiên phải là 1 cái đồng hồ đúng nghĩa, đẹp sang, báo giờ 24/24. Sau đó là nhỏ gọn, pin dùng 2,3 ngày báo có cuộc gọi đến, lịch hẹn, hiển thị được thông báo và tin nhắn vậy thôi tham gì cho nó to tổ bố chức năng thừa thãi không hữu dụng  ",0
Vãi cả quẩng cáo cho nhà sam. S2 có cửa đòi ngồi chung mâm các con khác. Huawei the best sw còn chưa lên tiếng thì con sam kia nhìn đê tiện.  ,0
Cái mặt đồng hồ chả hợp với dây da quái gì  _   ,0
Hiển thị kém thì mất tác dụng nhỉ  ,0
"nhìn đẹp quá mà chạy android là thấy không muốn mua rồi thích cái nào nghiêm túc hơn, phù hợp đo vận động hơn Garmin, Fitbit thẳng tiến  ",0
"Chống nước IP x8 thì chỉ tương đương 10m, thua xa Garmin Vivosmart HR (50m) mà còn làm giá. Polar chỉ được cái phần mềm thôi chứ tính năng phần cứng thua xa Vivosmart HR. Giá VHR thì chỉ tầm 1/2 giá M600 này.  ",0
đắt và pin yếu là 2 nhược điểm chính  ,0
"Vừa ngó qua app trên GPlay thấy bị đánh giá tệ quá (điểm thấp), lại bắt phải cho truy cập đủ thứ chứ!  ",0
"Kết nối như thế chắc bác phát điên mất, vì hơi tí là rung. Với mình chỉ để cuộc gọi thôi, vì đi đường mình để đt trong balo.Minh xài pin tầm tháng rưỡi luôn  ",0
Theo em thấy thì có 2 vấn đề: 1. dây đeo mới cho vào cái hư luôn https://drive.google.com/file/d/0B5HmAZf5BrURY0ZUN3l3VWMwV2c/view?usp=sharing 151015-105213.jpg drive.google.com 2. Toàn khoản Mi khi tạo rồi thì không thể delete được. https://drive.google.com/file/d/0B5HmAZf5BrURZHlFdFJPcHhDa3M/view?usp=sharing Xiaomi.png drive.google.com Các bác có ý kiến gì ko?  ,0
"Dung trên OS chán bo mẹ, chẳng có chức năng gì cả  ",0
"nản qá, xài ios k có cái gì ngoài báo thức vs nhận cuộc gọi, zalo facebook tin nhắn, phế hết  ",0
"Mà mở khoá bằng bluetooth mình cảm thấy ko hay lắm, để trong túi quần cấn nút nguồn cái nó mở luôn, để dt đâu đó mấy đứa khác nó lén lấy xem Japan Anti Virut thì mệt nữa haaaa, cứ mở khoá bằng vân tay cho chắc cú. gởi từ Nokia1202 của tôi  ",0
"Đã xài qua Mi Pulse 1S thì thấy nó có 2 cái dở: 1 là tracking bước chân và activities không chính xác so với Misfit Shine, 2 là cực kỳ hao pin điện thoại nếu để nó kết nối Bluetooth thường trực. Còn một điểm trừ là không coi được giờ. Cái điểm trừ được cải thiện với Mi Band 2 nhưng 2 cái kia không biết sao...  ",0
"Cá nhân mình xài qua Misfit Shine thì thấy độ chính xác trong việc tracking activities của Xiaomi còn kém lắm. Ngồi xe buýt, xe máy mà cũng đếm bước chân. Còn Shine thì không, shine track được khi nào chơi thể thao hay đang đi xe....  ",0
Cái vòng này đeo đo vớ vẩn kinh.  ,0
Con i5+ vừa dầy vừa xấu hơn. cảm nhận cá nhân thôi  ,0
"Hic, mình đã mua, sử dụng hơn 1 tuần thì xảy ra vấn đề lỗi khá nghiêm trọng sau 2 ngày này, giấc ngủ nó không theo dõi nữa, báo là không có data, nhục hơn là nó bị khùng nhập vô thông tin bước đi, trong lúc mình ngủ, nó báo mình đi cả 2 km, vãi đạn, chán ghê Các bro xem lỗi ở đây nhé https://goo.gl/photos/DfXh6yKUgsXzQrWB6 hic, có ai bị giống mình không?  ",0
"thế thì quất thôi, chứ con miband 1s của e bên ios hỗ trợ tệ quá ko có chức năng j  ",0
ổ cứng dung lượng này thì một thời gian là đầy rất ức chế. mấy con này dùng cho cá nhân thì ko ổn roài. lấy con E200 của Asus cũng mỏng nhẹ vầy có ổ SSD ngon hơn  ,0
"Con này các linh kiện hàn chết, khỏi làm module cho đỡ tốn tiền làm cổng kết nối. Ce N3060 cõ hỗ trợ Sata và PCIe và thông số ghi SSD, nhưng thực tế các dòng này chỉ được trang bị eMMC cho rẻ. Nôm na về bản chất các máy này là mua windows + office bản quyền được tặng phần cứng để xài  ",0
Hóng rx 470 ấy chứ 480 bị chê p/p rồi  ,0
ời mình mới tìm hiểu thấy thua 960.. với giá khoảng 3tr chơi game cũng ngon lắm rồi  ,0
Yến Vi mà ra con Gtx 1060 bản 3GB nữa thì mấy cái đám từ 480-460 chắc bán cho người âm  ,0
ôi cái giá. phân khúc tầm trung đây ư  ,0
"Bác nào có cảm nhận giống mình ko vậy? Font chữ nhỏ, hiển thị trên trình duyệt font bị lỗi hay sao ấy mà khi gõ chữ trong tìm kiếm Google đều hiện chữ to chữ nhỏ nhìn rất khó chịu. Cảm nhận đầu tiên khi nâng cấp bản Win 10 Anniversary này là ko thiện cảm rồi. Hối hận khi update quá đi  ",0
Xấu hơn iphone !,0
"S6 edge iron man vẫn đẹp hơn, màu đen như này không nổi lắm",0
Samsung đang đi đúng hướng... Nói thật Samsung chỉ cần cải thiện về pin và cả về bảo mật nữa thì cũng đủ để kéo ip lại rồi,0
"Ngoài việc ""chạy theo"" thì ""ăn theo"" cũng là 1 sở trường của Samsung!?!",0
Cũng có người ăn theo camera kép của LG =)),0
kiếm cái logo táo dán lên mặt sau nữa là y chang luôn !,0
Viên pin ít quá. Pin 3.200 mah thì quá ngon.,0
"Sau thời gian copy Apple ở dòng flagship bị các ném đá, Samsung chuyển sang nhái ở các dòng tầm trung ít bị để ý hơn!?!",0
Apple cũng tham gia sản xuất Android à ?,0
Hy vọng về VN giá tầm trung. Như tầm trung A7 quá đắt! :(,0
"Ip6. Thiết kế quá xấu, 2 cái vạch ăng ten nhìn kinh đc. Mầu thì mầu con gái bede. Giắc cắm với loa thiết kế ko đẹp so với s6. Nói chung nhìn tổng thể cái ip 6 của ip xấu thậm tệ.xấu không tưởng ( theo lời sam fan. )Cuối cùng sau 2 năm học hỏi. A sam đã copy đx mẫu ip6 của a táo. Lại thêm đc cái mầu hồng nam tính ( fan sung bảo thế ).Như kiểu thầy làm gì trò làmVậy. Mãi mãi chậy theo ko thấy mệt nhỉ.",0
Sao chép rẻ tiền thế? Sẽ ế là cái chắc.,0
"Đường dài mới biết ngựa hay, xem 3 năm nữa những chiếc Galaaxy từng tung hô hơn Iphone về mọi mặt xem nó lặn đâu hết . Đơn giản nhất hãy lục lại những bài viết cách đây 4 năm khi Iphone 5 ra mắt cũng là Galaxy S3 ra mắt năm 2012. Bây giờ Iphone 4 họ vẫn dùng đầy, Iphone 5 vẫn chạy mượt mà thì Galaxy S3 bói ko thấy ai cầm trên tay. Đơn giản đồ của anh Sam dùng 1-2 năm là bong tróc hỏng bất đắc kỳ lâu tử rồi trong khi tiền sửa quá tiền mua máy khác.",0
"sao anh không khác đi vậy anh sam sum....! cứ mãi làm giống thế, anh có cái nào đột phá hơn trong thiết kế không....",0
"Con lạy, kiểu dáng nguyên liệu thiết kế đã y chang, y tới cái lỗ loa lỗ mic lỗ jack cũng y chang k muốn nói rồi, giờ tới màu mà cũng y chang chang luôn, k bớt hay thêm đại 1 màu nào đó cho đỡ mag tiếng, lộ quá z rồi sam fan lấy gì mà ăn nói.",0
Thiếu mỗi quả táo ở mặt sau nữa thôi,0
Tôi dùng s7 đây chưa đầy 2 tháng đã chán. Sợ luôn anh em nhà họ Sam,0
Khuyên thằng em trai mua Note 5 giờ nó nói chả ra gì. Android chả được mượt siêu phẩm gì vẫn giật lag. Cái bút thì ít dùng. Thời gian đầu về thì lỏng lắc nhẹ là rơi. Nó rút điện thoại ra nghe mạnh tay 1 cái thế là rơi ra đường ô tô cán qua. Đi bảo hành SS bảo bị lỗi cái lẫy gì đó. Giờ thì nó không rút được ra. Ra bảo hành thì bảo không còn nguyên vẹn nên không bảo hành. Cái chỗ cắm bút vào thì được tháng đã xước tòe loe. Khuyên các bạn đừng mua siêu phẩm của Samsung. Phần mềm thì quá chậm cập nhật. Phần mềm rác thì nhiều vô kể. Thật sự quá thất vọng.,0
Từ biệt thương hiệu samsung. Mua 1 lần duy nhất và cả đời không mua nữa.,0
"Nói thật là không thích cái màn hình cong tí nào,",0
"Mình cũng vậy từ trước giờ trung thành với iphone ,đang dùng iphone6 ngon lành ,thấy quảng cáo con s6 + ngon quá thế là bán con 6 lên s6 dùng thấy rất ưng ý về khoảng camera và thiết kế ; màn hình đẹp ,lướt web ok nhưng trải nghiệm thua xa con ip6 , về pin thì quá tệ 3000ma nhưng quá nhanh tụt dùng nhiều một ngày sạc hai lần , chơi game thì lag kinh khủng ,bàn phím thì quá chán ,nói chung dùng samsung chỉ được cam ngon thiết kế đẹp còn lại thua xa iphone",0
"nói thật APPLE xài chán , đang xài ip 6 plus mà thấy lúc nào cũng phải cập nhật bản vá lỗi APPLE , 9.1 rồi , 9.1 . 9.3.1 rồi giờ 9.9.2 treo máy.",0
"Giống Sámung quá, không có gì mới, ko lên đời nữa cứ splus dùng thôi",0
Xấu hơn S6 active. nhưng nếu về VN mình chọn S7 active vì hình như em nó hỗ trợ thẻ nhớ. trước lăn tăn S6 active nhưng không có thẻ nhớ nên thôi :)),0
